mention_id,mention,sentence,predictions,scores
27598181-0,Alexander Serhiyovych Symonenko,Alexander Serhiyovych Symonenko ( ; born 14 February 1974 ) is a Ukrainian former track cyclist .,['/person'],[0.9823578596]
27598181-1,Ukrainian,Alexander Serhiyovych Symonenko ( ; born 14 February 1974 ) is a Ukrainian former track cyclist .,['/location/country'],[0.4660217762]
64686-0,MORI,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .",['/organization'],[0.8012598157]
64686-1,Tebbit,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/actor', '/person/politician']","[0.9577394128, 0.5632262826, 0.7938018441]"
64686-2,Thatcher,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/actor', '/person/politician', '/person/author']","[0.971098125, 0.6982505322, 0.9305311441, 0.7454687953]"
64686-3,Heseltine,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/actor', '/person/politician', '/person/author']","[0.979916811, 0.6345962286, 0.7035036683, 0.7974845767]"
64686-4,Tebbit,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/politician', '/person/author']","[0.9291068912, 0.5950737596, 0.6151017547]"
64686-5,Conservative,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/organization', '/organization/political_party']","[0.797549665, 0.9673908949]"
64686-6,Tebbit,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/actor', '/person/politician', '/person/author']","[0.9679535627, 0.5302082896, 0.6964302659, 0.6034451723]"
64686-7,Heseltine,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/actor', '/person/politician', '/person/author']","[0.9761517644, 0.6678353548, 0.7209240198, 0.8153854609]"
64686-8,Tebbit,"A MORI opinion poll in March 1987 saw Tebbit as second - favourite amongst voters as Thatcher 's successor ( Heseltine : 24 % vs Tebbit : 15 % ) ; however , amongst Conservative voters , Tebbit was the front - runner with ( Heseltine : 14 % vs Tebbit : 21 % ) .","['/person', '/person/politician', '/person/author']","[0.9194218516, 0.5437212586, 0.6587774158]"
15901071-0,Christmas Day,The building was dedicated on Christmas Day 1854 .,['/holiday_name'],[0.984359324]
2093702-0,balloons,There are balloons that are longer and more cylindrical .,['/product'],[0.2781257033]
31152610-0,Huseyin,"In February 2002 , Huseyin was invited by the British jazz musician Bill Ashton to work with the National Youth Jazz Orchestra .",['/person'],[0.9933512807]
31152610-1,Bill Ashton,"In February 2002 , Huseyin was invited by the British jazz musician Bill Ashton to work with the National Youth Jazz Orchestra .","['/person', '/person/actor', '/person/musician', '/person/artist', '/person/author']","[0.9889985919, 0.5430767536, 0.7030650377, 0.8628465533, 0.6571536064]"
31152610-2,National Youth Jazz Orchestra,"In February 2002 , Huseyin was invited by the British jazz musician Bill Ashton to work with the National Youth Jazz Orchestra .","['/organization', '/organization/music', '/person/artist']","[0.8793666363, 0.6953246593, 0.5197339058]"
1445-0,Carl Linnaeus,"It was described by the Swedish botanist Carl Linnaeus in 1773 based on the African species "" Acacia nilotica "" .","['/person', '/person/doctor', '/person/author']","[0.9949883223, 0.7230495811, 0.9604430795]"
1445-1,Acacia nilotica,"It was described by the Swedish botanist Carl Linnaeus in 1773 based on the African species "" Acacia nilotica "" .",['/living_thing'],[0.9813806415]
37449-0,Mariner 9,"When Mariner 9 arrived at Mars on November 14 , 1971 , planetary scientists were surprised to find the atmosphere was thick with "" a planet - wide robe of dust , the largest storm ever observed . """,['/product/spacecraft'],[0.8415489793]
37449-1,Mars,"When Mariner 9 arrived at Mars on November 14 , 1971 , planetary scientists were surprised to find the atmosphere was thick with "" a planet - wide robe of dust , the largest storm ever observed . ""","['/location', '/location/province', '/location/astral_body']","[0.9513345361, 0.681335628, 0.9830958247]"
3138958-0,Hong Kong,"Although it is not the main teaching hospital of the two medical faculties in Hong Kong , it provides tertiary specialist services in urology and nephrology and has been widely regarded by Hong Kong people as the best specialist hospital in kidney related services and research .",['/location'],[0.9079690576]
3138958-1,Hong Kong,"Although it is not the main teaching hospital of the two medical faculties in Hong Kong , it provides tertiary specialist services in urology and nephrology and has been widely regarded by Hong Kong people as the best specialist hospital in kidney related services and research .",['/location'],[0.6952677369]
48683654-0,Mendel,It is named after the crater Mendel on the west margin and the smaller crater Rydberg north of the center of the basin .,['/location'],[0.9197083116]
48683654-1,Rydberg,It is named after the crater Mendel on the west margin and the smaller crater Rydberg north of the center of the basin .,['/location'],[0.9096251726]
8514203-0,Earth,"Released under the relatively low pressures at Earth 's surface , it usually includes natural gas liquids .","['/location', '/location/province', '/location/astral_body']","[0.980142355, 0.9481083751, 0.9711049199]"
2146793-0,Gothenburg,"Born in Gothenburg , Johansson played for Västra Frölunda IF in the Superettan before moving IFK Göteborg in the Allsvenskan in 2005 .","['/location', '/location/city']","[0.9787020683, 0.9840157032]"
2146793-1,Johansson,"Born in Gothenburg , Johansson played for Västra Frölunda IF in the Superettan before moving IFK Göteborg in the Allsvenskan in 2005 .","['/person', '/person/athlete']","[0.9910009503, 0.5687847137]"
2146793-2,Västra Frölunda IF,"Born in Gothenburg , Johansson played for Västra Frölunda IF in the Superettan before moving IFK Göteborg in the Allsvenskan in 2005 .","['/organization', '/organization/sports_team']","[0.9197716117, 0.8044626117]"
2146793-3,Superettan,"Born in Gothenburg , Johansson played for Västra Frölunda IF in the Superettan before moving IFK Göteborg in the Allsvenskan in 2005 .","['/organization', '/organization/sports_league']","[0.7878560424, 0.6719089746]"
2146793-4,IFK Göteborg,"Born in Gothenburg , Johansson played for Västra Frölunda IF in the Superettan before moving IFK Göteborg in the Allsvenskan in 2005 .","['/organization', '/organization/sports_team']","[0.9394564629, 0.8442309499]"
2146793-5,Allsvenskan,"Born in Gothenburg , Johansson played for Västra Frölunda IF in the Superettan before moving IFK Göteborg in the Allsvenskan in 2005 .","['/organization', '/organization/sports_league']","[0.6591643095, 0.8051686287]"
44241563-0,French government,"On 16 March , three staff members of the French government agency BEA flew to Kuala Lumpur to share with Malaysian authorities their experience in the organisation of undersea searches , acquired during the search for the wreckage of Air France Flight 447 .",['/organization'],[0.9412724972]
44241563-1,BEA,"On 16 March , three staff members of the French government agency BEA flew to Kuala Lumpur to share with Malaysian authorities their experience in the organisation of undersea searches , acquired during the search for the wreckage of Air France Flight 447 .",['/organization'],[0.9302513003]
44241563-2,Kuala Lumpur,"On 16 March , three staff members of the French government agency BEA flew to Kuala Lumpur to share with Malaysian authorities their experience in the organisation of undersea searches , acquired during the search for the wreckage of Air France Flight 447 .","['/location', '/location/city']","[0.9783958197, 0.9786471128]"
44241563-3,Air France Flight 447,"On 16 March , three staff members of the French government agency BEA flew to Kuala Lumpur to share with Malaysian authorities their experience in the organisation of undersea searches , acquired during the search for the wreckage of Air France Flight 447 .",['/event/natural_disaster'],[0.896695137]
641662-0,Liberty Science Center,"The Liberty Science Center , at the northwestern entrance to the park , is an interactive science museum and learning center .","['/building', '/location']","[0.5999201536, 0.9454298615]"
41150479-0,St George 's Chapel,Garter stall plates are small enamelled brass plates located in St George 's Chapel displaying the names and arms of the Knights of the Garter .,"['/building', '/location']","[0.9443865418, 0.9262825847]"
41150479-1,Knights of the Garter,Garter stall plates are small enamelled brass plates located in St George 's Chapel displaying the names and arms of the Knights of the Garter .,['/organization'],[0.5106829405]
31421555-0,Teer,"In 1961 , Teer made her Broadway debut as dance captain in the Tony award - winning musical "" Kwamina "" , which was choreographed by Agnes de Mille .","['/person', '/person/actor', '/person/artist']","[0.9813472033, 0.5658213496, 0.5386103392]"
31421555-1,Broadway,"In 1961 , Teer made her Broadway debut as dance captain in the Tony award - winning musical "" Kwamina "" , which was choreographed by Agnes de Mille .",['/building/theater'],[0.9527651072]
31421555-2,Tony award,"In 1961 , Teer made her Broadway debut as dance captain in the Tony award - winning musical "" Kwamina "" , which was choreographed by Agnes de Mille .",['/award'],[0.9233928919]
31421555-3,Kwamina,"In 1961 , Teer made her Broadway debut as dance captain in the Tony award - winning musical "" Kwamina "" , which was choreographed by Agnes de Mille .",['/art'],[0.7740663886]
31421555-4,Agnes de Mille,"In 1961 , Teer made her Broadway debut as dance captain in the Tony award - winning musical "" Kwamina "" , which was choreographed by Agnes de Mille .","['/person', '/person/artist']","[0.9771785736, 0.7410320044]"
392913-0,Mitscher,Mitscher daringly ordered an all - out strike even though he knew that night would descend before his planes could return .,"['/person', '/person/author']","[0.9971553087, 0.6796386242]"
10387212-0,Osama bin Laden,How long Osama bin Laden had known an individual before he would trust him to be a bodyguard has been a topic of debate .,"['/person', '/person/author', '/person/terrorist']","[0.9460017681, 0.6449055076, 0.8310291171]"
401102-0,Khan,"Since 1965 , Khan had developed an extremely close and trusted relationship with Bhutto , and even after his death , Benazir and Murtaza Bhutto were instructed by their father to keep in touch with Munir Ahmed Khan .","['/person', '/person/author']","[0.9842795134, 0.525079608]"
401102-1,Bhutto,"Since 1965 , Khan had developed an extremely close and trusted relationship with Bhutto , and even after his death , Benazir and Murtaza Bhutto were instructed by their father to keep in touch with Munir Ahmed Khan .","['/person', '/person/politician', '/person/author']","[0.970731914, 0.839933157, 0.52313447]"
401102-2,Benazir,"Since 1965 , Khan had developed an extremely close and trusted relationship with Bhutto , and even after his death , Benazir and Murtaza Bhutto were instructed by their father to keep in touch with Munir Ahmed Khan .","['/person', '/person/politician', '/person/author']","[0.965854764, 0.593174696, 0.5823970437]"
401102-3,Murtaza Bhutto,"Since 1965 , Khan had developed an extremely close and trusted relationship with Bhutto , and even after his death , Benazir and Murtaza Bhutto were instructed by their father to keep in touch with Munir Ahmed Khan .","['/person', '/person/politician']","[0.9640107155, 0.5518631339]"
401102-4,Munir Ahmed Khan,"Since 1965 , Khan had developed an extremely close and trusted relationship with Bhutto , and even after his death , Benazir and Murtaza Bhutto were instructed by their father to keep in touch with Munir Ahmed Khan .",['/person'],[0.9627613425]
960568-0,Dave Sitek,"Dave Sitek of TV on the Radio hailed the group for their song "" Kiss Them for Me "" .","['/person', '/person/actor', '/person/musician', '/person/artist', '/person/author']","[0.9958185554, 0.6229408979, 0.597217381, 0.9046044946, 0.6934148669]"
960568-1,TV on the Radio,"Dave Sitek of TV on the Radio hailed the group for their song "" Kiss Them for Me "" .","['/organization', '/person/artist']","[0.6635583639, 0.6639053226]"
960568-2,Kiss Them for Me,"Dave Sitek of TV on the Radio hailed the group for their song "" Kiss Them for Me "" .","['/art/music', '/art']","[0.9609856606, 0.8963852525]"
1282398-0,Purdue,"During his undergrad years at Purdue , Orton was a member of the Pi Kappa Alpha fraternity .","['/organization', '/organization/educational_institution', '/location/city', '/organization/company']","[0.8850286603, 0.9680085182, 0.5106837153, 0.7671383023]"
1282398-1,Orton,"During his undergrad years at Purdue , Orton was a member of the Pi Kappa Alpha fraternity .",['/person'],[0.9847077131]
1282398-2,Pi Kappa Alpha,"During his undergrad years at Purdue , Orton was a member of the Pi Kappa Alpha fraternity .","['/organization/fraternity_sorority', '/organization']","[0.9858150482, 0.9792567492]"
181158-0,Coma Berenices,"Coma Berenices is not particularly bright , having no stars brighter than fourth magnitude , but in clear , moonless nights there are up to fifty stars visible to the naked eye .","['/location', '/location/astral_body']","[0.564019084, 0.7497784495]"
1163301-0,Cemex,"Prior to its acquisition by Cemex , it was listed on both the Australian Securities Exchange and the New York Stock Exchange .","['/organization', '/organization/company']","[0.9853576422, 0.9749583602]"
1163301-1,Australian Securities Exchange,"Prior to its acquisition by Cemex , it was listed on both the Australian Securities Exchange and the New York Stock Exchange .","['/stock_exchange', '/organization']","[0.9931563735, 0.8038449883]"
1163301-2,New York Stock Exchange,"Prior to its acquisition by Cemex , it was listed on both the Australian Securities Exchange and the New York Stock Exchange .","['/stock_exchange', '/organization']","[0.9560228586, 0.7919976711]"
140401-0,KL Monorail,"Upon the delivery of the new four - car trains , the original two - car trains which have been in use since KL Monorail opened will be decommissioned .",['/transit_system'],[0.4481187463]
1590640-0,Nuclear DNA,"Nuclear DNA encodes for the majority of the genome in eukaryotes , with DNA located in mitochondria and plastids coding for the rest .","['/chemical_thing', '/biomolecules']","[0.78799963, 0.9651789665]"
1590640-1,eukaryotes,"Nuclear DNA encodes for the majority of the genome in eukaryotes , with DNA located in mitochondria and plastids coding for the rest .",['/living_thing'],[0.8289592266]
1590640-2,DNA,"Nuclear DNA encodes for the majority of the genome in eukaryotes , with DNA located in mitochondria and plastids coding for the rest .","['/chemical_thing', '/biomolecules']","[0.9256246686, 0.9970163107]"
26477-0,Silver Bridge disaster of 1967,"Rust was an important factor in the Silver Bridge disaster of 1967 in West Virginia , when a steel suspension bridge collapsed in less than a minute , killing 46 drivers and passengers on the bridge at the time .","['/event/natural_disaster', '/event']","[0.6856273413, 0.9417232275]"
26477-1,West Virginia,"Rust was an important factor in the Silver Bridge disaster of 1967 in West Virginia , when a steel suspension bridge collapsed in less than a minute , killing 46 drivers and passengers on the bridge at the time .","['/location', '/location/province']","[0.9923797846, 0.8736602664]"
425221-0,LADWP,The LADWP continued to operate the Hoover Dam electrical facility until 1987 .,['/organization'],[0.9627015591]
425221-1,Hoover Dam,The LADWP continued to operate the Hoover Dam electrical facility until 1987 .,"['/building', '/building/dam', '/location']","[0.8642479181, 0.6134013534, 0.9518711567]"
28285369-0,Tibetan Buddhism,In the gompa regular courses have been held with teachers of the Tibetan Buddhism as part of the group or individual practice .,['/religion'],[0.9752986431]
1923904-0,Gandhi Sagar Dam,The Gandhi Sagar Dam is the first of the four dams built on the Chambal river .,"['/building', '/building/dam', '/location']","[0.8127117157, 0.5791996121, 0.9915361404]"
1923904-1,Chambal river,The Gandhi Sagar Dam is the first of the four dams built on the Chambal river .,"['/location', '/location/body_of_water']","[0.9904372096, 0.9897071123]"
25067088-0,silver,"Jewelry components , machine tools and some refrigeration and plumbing components are often assembled and repaired by the higher temperature silver soldering process .",['/chemical_thing'],[0.6766006947]
28228942-0,graph theory,"In graph theory , a branch of mathematics , an apex graph is a graph that can be made planar by the removal of a single vertex .",['/school_subject'],[0.3457251191]
28228942-1,mathematics,"In graph theory , a branch of mathematics , an apex graph is a graph that can be made planar by the removal of a single vertex .",['/school_subject'],[0.9469972849]
462499-0,prime factorization,"If "" m "" = "" a "" "" b "" , then every prime in the prime factorization of "" a "" appears in the prime factorization of "" m "" with an exponent of at least two , and every prime in the prime factorization of "" b "" appears in the prime factorization of "" m "" with an exponent of at least three ; therefore , "" m "" is powerful .",['/algorithm'],[0.7525066137]
462499-1,prime factorization,"If "" m "" = "" a "" "" b "" , then every prime in the prime factorization of "" a "" appears in the prime factorization of "" m "" with an exponent of at least two , and every prime in the prime factorization of "" b "" appears in the prime factorization of "" m "" with an exponent of at least three ; therefore , "" m "" is powerful .",['/algorithm'],[0.7717503309]
462499-2,prime factorization,"If "" m "" = "" a "" "" b "" , then every prime in the prime factorization of "" a "" appears in the prime factorization of "" m "" with an exponent of at least two , and every prime in the prime factorization of "" b "" appears in the prime factorization of "" m "" with an exponent of at least three ; therefore , "" m "" is powerful .",['/algorithm'],[0.6862379313]
462499-3,prime factorization,"If "" m "" = "" a "" "" b "" , then every prime in the prime factorization of "" a "" appears in the prime factorization of "" m "" with an exponent of at least two , and every prime in the prime factorization of "" b "" appears in the prime factorization of "" m "" with an exponent of at least three ; therefore , "" m "" is powerful .",['/algorithm'],[0.686637342]
13682487-0,Koran,The Koran serves as the unofficial Constitution of Pakistan .,"['/art/written_work', '/art']","[0.6176134348, 0.5733555555]"
13682487-1,Constitution of Pakistan,The Koran serves as the unofficial Constitution of Pakistan .,['/law'],[0.871027112]
26558668-0,Judas Iscariot,"Thirty pieces of silver was the price for which Judas Iscariot betrayed Jesus , according to an account in the Gospel of Matthew 26:15 in the New Testament .",['/person'],[0.6713097692]
26558668-1,Jesus,"Thirty pieces of silver was the price for which Judas Iscariot betrayed Jesus , according to an account in the Gospel of Matthew 26:15 in the New Testament .","['/person', '/fictional_character']","[0.7871109247, 0.6099816561]"
26558668-2,Gospel of Matthew,"Thirty pieces of silver was the price for which Judas Iscariot betrayed Jesus , according to an account in the Gospel of Matthew 26:15 in the New Testament .","['/art/written_work', '/art']","[0.9531262517, 0.945474267]"
26558668-3,New Testament,"Thirty pieces of silver was the price for which Judas Iscariot betrayed Jesus , according to an account in the Gospel of Matthew 26:15 in the New Testament .","['/art/written_work', '/art']","[0.9699288607, 0.9714114666]"
5614501-0,Ewen Fields,"Ewen Fields had a make over in summer 2010 , funded by Manchester City as part of the clubs ' partnership .","['/person', '/person/athlete']","[0.981444478, 0.6335670948]"
5614501-1,Manchester City,"Ewen Fields had a make over in summer 2010 , funded by Manchester City as part of the clubs ' partnership .","['/organization', '/location', '/organization/sports_team', '/location/city']","[0.8530097604, 0.6948332191, 0.7512719631, 0.7138329744]"
1368311-0,Tsiolkovskiy,"It is located to the northeast of the large , dark - floored crater Tsiolkovskiy , and south of the crater Chauvenet .",['/location'],[0.9978415966]
1368311-1,Chauvenet,"It is located to the northeast of the large , dark - floored crater Tsiolkovskiy , and south of the crater Chauvenet .",['/location'],[0.9924465418]
